"Diplomas and Completion"
3/17/2022

Year,Level,Division,Subgroup,Cohort,"Dropout Count","Dropout Rate","Advanced Diplomas","Standard Count","Other Diplomas Count","GED ISAEP","Standard and Other Diplomas Count","GED Other Non-Graduation Count","Other Non-Graduation Count"
2018,DIV,"Charlottesville City Public Schools","All Students",281,5,1.8,140,117,12,2,5,7,129
2018,DIV,"Charlottesville City Public Schools",Asian,17,0,0,7,8,1,0,1,1,9
2018,DIV,"Charlottesville City Public Schools",Black,98,1,1,25,62,7,0,3,3,69
2018,DIV,"Charlottesville City Public Schools","Economically Disadvantaged",120,4,3.3,28,76,9,0,3,3,85
2018,DIV,"Charlottesville City Public Schools","English Learners",27,3,11.1,4,18,0,0,2,2,18
2018,DIV,"Charlottesville City Public Schools",Female,142,2,1.4,79,55,5,1,0,1,60
2018,DIV,"Charlottesville City Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Charlottesville City Public Schools",Hispanic,33,2,6.1,13,17,0,0,1,1,17
2018,DIV,"Charlottesville City Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Charlottesville City Public Schools",Male,139,3,2.2,61,62,7,1,5,6,69
2018,DIV,"Charlottesville City Public Schools","Multiple Races",14,1,7.1,8,3,2,0,0,0,5
2018,DIV,"Charlottesville City Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Charlottesville City Public Schools","Students with Disabilities",43,1,2.3,6,23,12,0,1,1,35
2018,DIV,"Charlottesville City Public Schools",White,118,1,.8,86,27,2,2,0,2,29
2018,DIV,"Chesapeake City Public Schools","All Students",3241,101,3.1,1875,1063,102,42,58,100,1165
2018,DIV,"Chesapeake City Public Schools","American Indian",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Chesapeake City Public Schools",Asian,88,0,0,80,7,1,0,0,0,8
2018,DIV,"Chesapeake City Public Schools",Black,1095,55,5,489,454,56,14,27,41,510
2018,DIV,"Chesapeake City Public Schools","Economically Disadvantaged",970,55,5.7,343,450,65,26,31,57,515
2018,DIV,"Chesapeake City Public Schools","English Learners",45,4,8.9,18,15,2,3,3,6,17
2018,DIV,"Chesapeake City Public Schools",Female,1641,34,2.1,1068,462,36,13,28,41,498
2018,DIV,"Chesapeake City Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Chesapeake City Public Schools",Hispanic,253,11,4.3,140,84,8,4,6,10,92
2018,DIV,"Chesapeake City Public Schools",Homeless,14,0,0,7,5,0,2,0,2,5
2018,DIV,"Chesapeake City Public Schools",Male,1600,67,4.2,807,601,66,29,30,59,667
2018,DIV,"Chesapeake City Public Schools","Military Connected",459,3,.7,335,113,4,1,3,4,117
2018,DIV,"Chesapeake City Public Schools","Multiple Races",190,1,.5,110,70,5,2,2,4,75
2018,DIV,"Chesapeake City Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Chesapeake City Public Schools","Students with Disabilities",453,46,10.2,34,257,102,5,6,14,359
2018,DIV,"Chesapeake City Public Schools",White,1599,32,2,1047,444,31,22,23,45,475
2018,DIV,"Chesterfield County Public Schools","All Students",5078,338,6.7,2810,1703,93,62,72,134,1796
2018,DIV,"Chesterfield County Public Schools","American Indian",10,0,0,4,6,0,0,0,0,6
2018,DIV,"Chesterfield County Public Schools",Asian,162,5,3.1,124,30,2,1,0,1,32
2018,DIV,"Chesterfield County Public Schools",Black,1403,84,6,608,637,35,13,26,39,672
2018,DIV,"Chesterfield County Public Schools","Economically Disadvantaged",1839,173,9.4,615,914,61,29,47,76,975
2018,DIV,"Chesterfield County Public Schools","English Learners",307,117,38.1,41,140,5,0,4,4,145
2018,DIV,"Chesterfield County Public Schools",Female,2391,114,4.8,1484,712,28,27,26,53,740
2018,DIV,"Chesterfield County Public Schools","Foster Care",23,8,34.8,2,10,0,1,2,3,10
2018,DIV,"Chesterfield County Public Schools",Hispanic,756,147,19.4,278,290,12,9,20,29,302
2018,DIV,"Chesterfield County Public Schools",Homeless,90,19,21.1,14,50,3,2,2,4,53
2018,DIV,"Chesterfield County Public Schools",Male,2687,224,8.3,1326,991,65,35,46,81,1056
2018,DIV,"Chesterfield County Public Schools","Military Connected",14,1,7.1,6,6,1,0,0,0,7
2018,DIV,"Chesterfield County Public Schools","Multiple Races",218,4,1.8,131,72,4,4,3,7,76
2018,DIV,"Chesterfield County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Chesterfield County Public Schools","Students with Disabilities",569,81,14.2,47,333,93,14,1,15,426
2018,DIV,"Chesterfield County Public Schools",White,2524,98,3.9,1661,667,40,35,23,58,707
2018,DIV,"Clarke County Public Schools","All Students",180,0,0,126,48,3,2,1,3,51
2018,DIV,"Clarke County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Clarke County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Clarke County Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Clarke County Public Schools","Economically Disadvantaged",29,0,0,12,14,2,1,0,1,16
2018,DIV,"Clarke County Public Schools",Female,97,0,0,72,23,2,0,0,0,25
2018,DIV,"Clarke County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Clarke County Public Schools",Hispanic,15,0,0,9,6,0,0,0,0,6
2018,DIV,"Clarke County Public Schools",Male,83,0,0,54,25,1,2,1,3,26
2018,DIV,"Clarke County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Clarke County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Clarke County Public Schools","Students with Disabilities",20,0,0,1,14,3,2,0,2,17
2018,DIV,"Clarke County Public Schools",White,151,0,0,110,36,3,1,1,2,39
2018,DIV,"Colonial Beach Public Schools","All Students",47,0,0,26,20,1,0,0,0,21
2018,DIV,"Colonial Beach Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Colonial Beach Public Schools","Economically Disadvantaged",18,0,0,9,8,1,0,0,0,9
2018,DIV,"Colonial Beach Public Schools",Female,26,0,0,17,8,1,0,0,0,9
2018,DIV,"Colonial Beach Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Colonial Beach Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Colonial Beach Public Schools",Male,21,0,0,9,12,0,0,0,0,12
2018,DIV,"Colonial Beach Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Colonial Beach Public Schools","Students with Disabilities",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Colonial Beach Public Schools",White,34,0,0,24,10,0,0,0,0,10
2018,DIV,"Colonial Heights City Public Schools","All Students",232,9,3.9,139,76,3,3,2,5,79
2018,DIV,"Colonial Heights City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Colonial Heights City Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Colonial Heights City Public Schools",Black,44,3,6.8,18,20,2,0,1,1,22
2018,DIV,"Colonial Heights City Public Schools","Economically Disadvantaged",124,6,4.8,70,45,1,1,1,2,46
2018,DIV,"Colonial Heights City Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Colonial Heights City Public Schools",Female,113,3,2.7,80,25,2,2,1,3,27
2018,DIV,"Colonial Heights City Public Schools",Hispanic,16,1,6.3,8,7,0,0,0,0,7
2018,DIV,"Colonial Heights City Public Schools",Male,119,6,5,59,51,1,1,1,2,52
2018,DIV,"Colonial Heights City Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Colonial Heights City Public Schools","Multiple Races",12,0,0,6,6,0,0,0,0,6
2018,DIV,"Colonial Heights City Public Schools","Students with Disabilities",41,4,9.8,5,27,3,2,0,2,30
2018,DIV,"Colonial Heights City Public Schools",White,150,5,3.3,100,40,1,3,1,4,41
2018,DIV,"Covington City Public Schools","All Students",86,4,4.7,18,49,9,3,3,6,58
2018,DIV,"Covington City Public Schools",Black,14,1,7.1,2,8,2,0,1,1,10
2018,DIV,"Covington City Public Schools","Economically Disadvantaged",48,1,2.1,5,31,8,1,2,3,39
2018,DIV,"Covington City Public Schools",Female,43,2,4.7,10,23,6,2,0,2,29
2018,DIV,"Covington City Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Covington City Public Schools",Male,43,2,4.7,8,26,3,1,3,4,29
2018,DIV,"Covington City Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Covington City Public Schools","Students with Disabilities",19,1,5.3,0,7,9,1,1,2,16
2018,DIV,"Covington City Public Schools",White,63,3,4.8,13,35,7,3,2,5,42
2018,DIV,"Craig County Public Schools","All Students",64,2,3.1,18,32,5,1,6,7,37
2018,DIV,"Craig County Public Schools","Economically Disadvantaged",24,1,4.2,3,12,3,1,4,5,15
2018,DIV,"Craig County Public Schools",Female,34,1,2.9,13,14,3,1,2,3,17
2018,DIV,"Craig County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Craig County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Craig County Public Schools",Male,30,1,3.3,5,18,2,0,4,4,20
2018,DIV,"Craig County Public Schools","Students with Disabilities",10,1,10,0,4,5,0,0,0,9
2018,DIV,"Craig County Public Schools",White,63,2,3.2,17,32,5,1,6,7,37
2018,DIV,"Culpeper County Public Schools","All Students",639,49,7.7,277,284,7,5,17,22,291
2018,DIV,"Culpeper County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Culpeper County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Culpeper County Public Schools",Black,79,4,5.1,27,43,0,2,3,5,43
2018,DIV,"Culpeper County Public Schools","Economically Disadvantaged",244,30,12.3,72,125,4,2,11,13,129
2018,DIV,"Culpeper County Public Schools","English Learners",61,26,42.6,4,28,1,0,2,2,29
2018,DIV,"Culpeper County Public Schools",Female,303,17,5.6,149,127,3,1,6,7,130
2018,DIV,"Culpeper County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Culpeper County Public Schools",Hispanic,145,31,21.4,47,62,2,0,3,3,64
2018,DIV,"Culpeper County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2018,DIV,"Culpeper County Public Schools",Male,336,32,9.5,128,157,4,4,11,15,161
2018,DIV,"Culpeper County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Culpeper County Public Schools","Multiple Races",28,1,3.6,16,9,1,0,1,1,10
2018,DIV,"Culpeper County Public Schools","Students with Disabilities",49,7,14.3,4,29,7,2,0,2,36
2018,DIV,"Culpeper County Public Schools",White,377,13,3.4,178,169,4,3,10,13,173
2018,DIV,"Cumberland County Public Schools","All Students",120,4,3.3,54,52,5,1,4,5,57
2018,DIV,"Cumberland County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Cumberland County Public Schools",Black,58,2,3.4,23,28,3,0,2,2,31
2018,DIV,"Cumberland County Public Schools","Economically Disadvantaged",85,3,3.5,35,40,5,0,2,2,45
2018,DIV,"Cumberland County Public Schools",Female,56,1,1.8,28,22,2,1,2,3,24
2018,DIV,"Cumberland County Public Schools",Hispanic,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Cumberland County Public Schools",Male,64,3,4.7,26,30,3,0,2,2,33
2018,DIV,"Cumberland County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Cumberland County Public Schools","Students with Disabilities",14,0,0,1,7,5,0,1,1,12
2018,DIV,"Cumberland County Public Schools",White,54,2,3.7,29,19,1,1,2,3,20
2018,DIV,"Danville City Public Schools","All Students",426,41,9.6,138,180,30,8,29,37,210
2018,DIV,"Danville City Public Schools",Asian,10,0,0,7,2,0,1,0,1,2
2018,DIV,"Danville City Public Schools",Black,281,33,11.7,63,133,25,3,24,27,158
2018,DIV,"Danville City Public Schools","Economically Disadvantaged",193,15,7.8,41,94,18,5,20,25,112
2018,DIV,"Danville City Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Danville City Public Schools",Female,211,16,7.6,88,84,11,3,9,12,95
2018,DIV,"Danville City Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Danville City Public Schools",Hispanic,24,2,8.3,10,10,1,1,0,1,11
2018,DIV,"Danville City Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Danville City Public Schools",Male,215,25,11.6,50,96,19,5,20,25,115
2018,DIV,"Danville City Public Schools","Multiple Races",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Danville City Public Schools","Students with Disabilities",58,9,15.5,0,17,30,1,1,2,47
2018,DIV,"Danville City Public Schools",White,104,5,4.8,56,32,4,3,4,7,36
2018,DIV,"Department of Juvenile Justice","All Students",90,33,36.7,2,25,3,11,16,27,28
2018,DIV,"Department of Juvenile Justice",Black,64,24,37.5,2,18,2,8,10,18,20
2018,DIV,"Department of Juvenile Justice","Economically Disadvantaged",89,33,37.1,2,25,3,11,15,26,28
2018,DIV,"Department of Juvenile Justice","English Learners",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Department of Juvenile Justice",Female,<,<,<,<,<,<,<,<,<,<
2018,DIV,"Department of Juvenile Justice",Hispanic,<,<,<,<,<,<,<,<,<,<
2018,DIV,"Department of Juvenile Justice",Male,87,32,36.8,2,23,3,11,16,27,26
2018,DIV,"Department of Juvenile Justice","Multiple Races",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Department of Juvenile Justice","Students with Disabilities",35,16,45.7,1,6,3,6,2,9,9
2018,DIV,"Department of Juvenile Justice",White,16,4,25,0,3,1,3,5,8,4
2018,DIV,"Dickenson County Public Schools","All Students",146,5,3.4,43,92,3,2,1,3,95
2018,DIV,"Dickenson County Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Dickenson County Public Schools","Economically Disadvantaged",92,5,5.4,15,66,3,2,1,3,69
2018,DIV,"Dickenson County Public Schools",Female,63,2,3.2,24,37,0,0,0,0,37
2018,DIV,"Dickenson County Public Schools",Male,83,3,3.6,19,55,3,2,1,3,58
2018,DIV,"Dickenson County Public Schools","Students with Disabilities",25,2,8,0,19,3,1,0,1,22
2018,DIV,"Dickenson County Public Schools",White,145,5,3.4,43,91,3,2,1,3,94
2018,DIV,"Dinwiddie County Public Schools","All Students",325,15,4.6,99,168,12,14,17,31,180
2018,DIV,"Dinwiddie County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Dinwiddie County Public Schools",Asian,<,<,<,<,<,<,<,<,<,<
2018,DIV,"Dinwiddie County Public Schools",Black,118,5,4.2,35,63,6,4,5,9,69
2018,DIV,"Dinwiddie County Public Schools","Economically Disadvantaged",160,10,6.3,32,86,9,11,12,23,95
2018,DIV,"Dinwiddie County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Dinwiddie County Public Schools",Female,155,4,2.6,56,73,8,4,10,14,81
2018,DIV,"Dinwiddie County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Dinwiddie County Public Schools",Hispanic,10,1,10,3,5,0,0,1,1,5
2018,DIV,"Dinwiddie County Public Schools",Homeless,<,<,<,<,<,<,<,<,<,<
2018,DIV,"Dinwiddie County Public Schools",Male,170,11,6.5,43,95,4,10,7,17,99
2018,DIV,"Dinwiddie County Public Schools","Multiple Races",25,3,12,10,9,2,1,0,1,11
2018,DIV,"Dinwiddie County Public Schools","Students with Disabilities",31,5,16.1,0,11,12,2,1,3,23
2018,DIV,"Dinwiddie County Public Schools",White,168,5,3,51,90,4,7,11,18,94
2018,DIV,"Essex County Public Schools","All Students",93,5,5.4,34,45,5,0,4,4,50
2018,DIV,"Essex County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Essex County Public Schools",Black,53,2,3.8,15,28,5,0,3,3,33
2018,DIV,"Essex County Public Schools","Economically Disadvantaged",70,3,4.3,19,39,5,0,4,4,44
2018,DIV,"Essex County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Essex County Public Schools",Female,47,0,0,21,24,0,0,2,2,24
2018,DIV,"Essex County Public Schools",Hispanic,<,<,<,<,<,<,<,<,<,<
2018,DIV,"Essex County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Essex County Public Schools",Male,46,5,10.9,13,21,5,0,2,2,26
2018,DIV,"Essex County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Essex County Public Schools","Students with Disabilities",15,4,26.7,0,6,5,0,0,0,11
2018,DIV,"Essex County Public Schools",White,26,2,7.7,13,10,0,0,1,1,10
2018,DIV,"Fairfax County Public Schools","All Students",14957,1093,7.3,9092,4258,299,42,173,215,4557
2018,DIV,"Fairfax County Public Schools","American Indian",31,5,16.1,12,11,3,0,0,0,14
2018,DIV,"Fairfax County Public Schools",Asian,3044,49,1.6,2415,507,54,2,17,19,561
2018,DIV,"Fairfax County Public Schools",Black,1550,74,4.8,720,676,48,3,29,32,724
2018,DIV,"Fairfax County Public Schools","Economically Disadvantaged",3990,457,11.5,1443,1866,129,13,82,95,1995
2018,DIV,"Fairfax County Public Schools","English Learners",2993,904,30.2,451,1423,143,7,38,72,1566
2018,DIV,"Fairfax County Public Schools",Female,7119,387,5.4,4664,1869,112,12,75,87,1981
2018,DIV,"Fairfax County Public Schools","Foster Care",16,3,18.8,1,10,0,1,1,2,10
2018,DIV,"Fairfax County Public Schools",Hispanic,3921,887,22.6,1245,1594,86,14,95,109,1680
2018,DIV,"Fairfax County Public Schools",Homeless,229,112,48.9,25,77,5,3,7,10,82
2018,DIV,"Fairfax County Public Schools",Male,7838,706,9,4428,2389,187,30,98,128,2576
2018,DIV,"Fairfax County Public Schools","Military Connected",433,2,.5,263,162,4,0,2,2,166
2018,DIV,"Fairfax County Public Schools","Multiple Races",701,15,2.1,473,187,16,7,3,10,203
2018,DIV,"Fairfax County Public Schools","Native Hawaiian",19,0,0,12,7,0,0,0,0,7
2018,DIV,"Fairfax County Public Schools","Students with Disabilities",1942,127,6.5,324,1166,299,14,12,26,1465
2018,DIV,"Fairfax County Public Schools",White,5691,63,1.1,4215,1276,92,16,29,45,1368
2018,DIV,"Falls Church City Public Schools","All Students",207,0,0,149,54,0,0,4,4,54
2018,DIV,"Falls Church City Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Falls Church City Public Schools",Asian,20,0,0,15,4,0,0,1,1,4
2018,DIV,"Falls Church City Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Falls Church City Public Schools","Economically Disadvantaged",20,0,0,11,8,0,0,1,1,8
2018,DIV,"Falls Church City Public Schools","English Learners",20,0,0,9,11,0,0,0,0,11
2018,DIV,"Falls Church City Public Schools",Female,109,0,0,80,28,0,0,1,1,28
2018,DIV,"Falls Church City Public Schools",Hispanic,23,0,0,12,11,0,0,0,0,11
2018,DIV,"Falls Church City Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Falls Church City Public Schools",Male,98,0,0,69,26,0,0,3,3,26
2018,DIV,"Falls Church City Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Falls Church City Public Schools","Multiple Races",21,0,0,17,4,0,0,0,0,4
2018,DIV,"Falls Church City Public Schools","Students with Disabilities",33,0,0,7,23,0,0,3,3,23
2018,DIV,"Falls Church City Public Schools",White,136,0,0,102,31,0,0,3,3,31
2018,DIV,"Fauquier County Public Schools","All Students",982,23,2.3,557,350,18,16,18,34,368
2018,DIV,"Fauquier County Public Schools","American Indian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Fauquier County Public Schools",Asian,18,0,0,16,2,0,0,0,0,2
2018,DIV,"Fauquier County Public Schools",Black,77,5,6.5,14,51,4,1,2,3,55
2018,DIV,"Fauquier County Public Schools","Economically Disadvantaged",215,15,7,82,96,8,8,6,14,104
2018,DIV,"Fauquier County Public Schools","English Learners",46,10,21.7,7,27,0,1,1,2,27
2018,DIV,"Fauquier County Public Schools",Female,467,6,1.3,294,148,7,7,5,12,155
2018,DIV,"Fauquier County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Fauquier County Public Schools",Hispanic,144,11,7.6,73,53,1,3,3,6,54
2018,DIV,"Fauquier County Public Schools",Homeless,21,4,19,5,6,1,3,2,5,7
2018,DIV,"Fauquier County Public Schools",Male,515,17,3.3,263,202,11,9,13,22,213
2018,DIV,"Fauquier County Public Schools","Military Connected",11,1,9.1,4,6,0,0,0,0,6
2018,DIV,"Fauquier County Public Schools","Multiple Races",34,0,0,19,12,0,1,2,3,12
2018,DIV,"Fauquier County Public Schools","Native Hawaiian",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Fauquier County Public Schools","Students with Disabilities",117,4,3.4,13,76,18,3,1,6,94
2018,DIV,"Fauquier County Public Schools",White,705,7,1,432,231,13,11,11,22,244
2018,DIV,"Floyd County Public Schools","All Students",158,2,1.3,81,70,5,0,0,0,75
2018,DIV,"Floyd County Public Schools",Black,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Floyd County Public Schools","Economically Disadvantaged",61,1,1.6,20,36,4,0,0,0,40
2018,DIV,"Floyd County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Floyd County Public Schools",Female,81,1,1.2,49,28,3,0,0,0,31
2018,DIV,"Floyd County Public Schools","Foster Care",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Floyd County Public Schools",Hispanic,<,<,<,<,<,<,<,<,<,<
2018,DIV,"Floyd County Public Schools",Male,77,1,1.3,32,42,2,0,0,0,44
2018,DIV,"Floyd County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Floyd County Public Schools","Students with Disabilities",15,1,6.7,0,9,5,0,0,0,14
2018,DIV,"Floyd County Public Schools",White,141,1,.7,71,66,3,0,0,0,69
2018,DIV,"Fluvanna County Public Schools","All Students",274,5,1.8,125,123,9,0,12,12,132
2018,DIV,"Fluvanna County Public Schools",Asian,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Fluvanna County Public Schools",Black,49,1,2,14,29,2,0,3,3,31
2018,DIV,"Fluvanna County Public Schools","Economically Disadvantaged",86,3,3.5,19,49,7,0,8,8,56
2018,DIV,"Fluvanna County Public Schools","English Learners",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Fluvanna County Public Schools",Female,132,2,1.5,69,52,4,0,5,5,56
2018,DIV,"Fluvanna County Public Schools","Foster Care",<,<,<,<,<,<,<,<,<,<
2018,DIV,"Fluvanna County Public Schools",Hispanic,17,0,0,9,7,0,0,1,1,7
2018,DIV,"Fluvanna County Public Schools",Homeless,<,0,0,<,<,<,<,<,<,<
2018,DIV,"Fluvanna County Public Schools",Male,142,3,2.1,56,71,5,0,7,7,76
2018,DIV,"Fluvanna County Public Schools","Military Connected",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Fluvanna County Public Schools","Multiple Races",<,0,0,<,<,<,<,<,<,<
2018,DIV,"Fluvanna County Public Schools","Students with Disabilities",43,1,2.3,2,28,9,0,3,3,37
2018,DIV,"Fluvanna County Public Schools",White,197,4,2,96,84,7,0,6,6,91
2018,DIV,"Franklin City Public Schools","All Students",77,1,1.3,35,36,3,1,1,2,39
