"On-time Graduation Rate"
3/17/2022

Year,Level,Division,Subgroup,Cohort,"Graduation Count","Virginia On-Time Graduation Rate","Completer Count","Completion Rate"
2018,DIV,"Colonial Heights City Public Schools",Black,44,40,90.9,40,90.9
2018,DIV,"Colonial Heights City Public Schools","Economically Disadvantaged",124,116,93.5,117,94.4
2018,DIV,"Colonial Heights City Public Schools","English Learners",<,<,100,<,100
2018,DIV,"Colonial Heights City Public Schools",Female,113,107,94.7,109,96.5
2018,DIV,"Colonial Heights City Public Schools",Hispanic,16,15,93.8,15,93.8
2018,DIV,"Colonial Heights City Public Schools",Male,119,111,93.3,112,94.1
2018,DIV,"Colonial Heights City Public Schools","Military Connected",<,<,<,<,<
2018,DIV,"Colonial Heights City Public Schools","Multiple Races",12,12,100,12,100
2018,DIV,"Colonial Heights City Public Schools","Students with Disabilities",41,35,85.4,37,90.2
2018,DIV,"Colonial Heights City Public Schools",White,150,141,94,144,96
2018,DIV,"Covington City Public Schools","All Students",86,76,88.4,79,91.9
2018,DIV,"Covington City Public Schools",Black,14,12,85.7,12,85.7
2018,DIV,"Covington City Public Schools","Economically Disadvantaged",48,44,91.7,45,93.8
2018,DIV,"Covington City Public Schools",Female,43,39,90.7,41,95.3
2018,DIV,"Covington City Public Schools",Hispanic,<,<,100,<,100
2018,DIV,"Covington City Public Schools",Male,43,37,86,38,88.4
2018,DIV,"Covington City Public Schools","Multiple Races",<,<,100,<,100
2018,DIV,"Covington City Public Schools","Students with Disabilities",19,16,84.2,17,89.5
2018,DIV,"Covington City Public Schools",White,63,55,87.3,58,92.1
2018,DIV,"Craig County Public Schools","All Students",64,55,85.9,56,87.5
2018,DIV,"Craig County Public Schools","Economically Disadvantaged",24,18,75,19,79.2
2018,DIV,"Craig County Public Schools",Female,34,30,88.2,31,91.2
2018,DIV,"Craig County Public Schools",Hispanic,<,<,100,<,100
2018,DIV,"Craig County Public Schools",Homeless,<,<,<,<,<
2018,DIV,"Craig County Public Schools",Male,30,25,83.3,25,83.3
2018,DIV,"Craig County Public Schools","Students with Disabilities",10,9,90,9,90
2018,DIV,"Craig County Public Schools",White,63,54,85.7,55,87.3
2018,DIV,"Culpeper County Public Schools","All Students",639,568,88.9,574,89.8
2018,DIV,"Culpeper County Public Schools","American Indian",<,<,100,<,100
2018,DIV,"Culpeper County Public Schools",Asian,<,<,100,<,100
2018,DIV,"Culpeper County Public Schools",Black,79,70,88.6,72,91.1
2018,DIV,"Culpeper County Public Schools","Economically Disadvantaged",244,201,82.4,203,83.2
2018,DIV,"Culpeper County Public Schools","English Learners",61,33,54.1,33,54.1
2018,DIV,"Culpeper County Public Schools",Female,303,279,92.1,280,92.4
2018,DIV,"Culpeper County Public Schools","Foster Care",<,<,<,<,<
2018,DIV,"Culpeper County Public Schools",Hispanic,145,111,76.6,111,76.6
2018,DIV,"Culpeper County Public Schools",Homeless,<,<,<,<,<
2018,DIV,"Culpeper County Public Schools",Male,336,289,86,294,87.5
2018,DIV,"Culpeper County Public Schools","Military Connected",<,<,100,<,100
2018,DIV,"Culpeper County Public Schools","Multiple Races",28,26,92.9,26,92.9
2018,DIV,"Culpeper County Public Schools","Students with Disabilities",49,40,81.6,42,85.7
2018,DIV,"Culpeper County Public Schools",White,377,351,93.1,355,94.2
2018,DIV,"Cumberland County Public Schools","All Students",120,111,92.5,112,93.3
2018,DIV,"Cumberland County Public Schools",Asian,<,<,100,<,100
2018,DIV,"Cumberland County Public Schools",Black,58,54,93.1,54,93.1
2018,DIV,"Cumberland County Public Schools","Economically Disadvantaged",85,80,94.1,80,94.1
2018,DIV,"Cumberland County Public Schools",Female,56,52,92.9,53,94.6
2018,DIV,"Cumberland County Public Schools",Hispanic,<,<,100,<,100
2018,DIV,"Cumberland County Public Schools",Male,64,59,92.2,59,92.2
2018,DIV,"Cumberland County Public Schools","Multiple Races",<,<,100,<,100
2018,DIV,"Cumberland County Public Schools","Students with Disabilities",14,13,92.9,13,92.9
2018,DIV,"Cumberland County Public Schools",White,54,49,90.7,50,92.6
2018,DIV,"Danville City Public Schools","All Students",426,348,81.7,357,83.8
2018,DIV,"Danville City Public Schools",Asian,10,9,90,10,100
2018,DIV,"Danville City Public Schools",Black,281,221,78.6,225,80.1
2018,DIV,"Danville City Public Schools","Economically Disadvantaged",193,153,79.3,159,82.4
2018,DIV,"Danville City Public Schools","English Learners",<,<,<,<,<
2018,DIV,"Danville City Public Schools",Female,211,183,86.7,187,88.6
2018,DIV,"Danville City Public Schools","Foster Care",<,<,100,<,100
2018,DIV,"Danville City Public Schools",Hispanic,24,21,87.5,22,91.7
2018,DIV,"Danville City Public Schools",Homeless,<,<,100,<,100
2018,DIV,"Danville City Public Schools",Male,215,165,76.7,170,79.1
2018,DIV,"Danville City Public Schools","Multiple Races",<,<,<,<,<
2018,DIV,"Danville City Public Schools","Students with Disabilities",58,47,81,48,82.8
2018,DIV,"Danville City Public Schools",White,104,92,88.5,95,91.3
2018,DIV,"Department of Juvenile Justice","All Students",90,30,33.3,43,47.8
2018,DIV,"Department of Juvenile Justice",Black,64,22,34.4,32,50
2018,DIV,"Department of Juvenile Justice","Economically Disadvantaged",89,30,33.7,42,47.2
2018,DIV,"Department of Juvenile Justice","English Learners",<,<,100,<,100
2018,DIV,"Department of Juvenile Justice",Female,<,<,<,<,<
2018,DIV,"Department of Juvenile Justice",Hispanic,<,<,<,<,<
2018,DIV,"Department of Juvenile Justice",Male,87,28,32.2,41,47.1
2018,DIV,"Department of Juvenile Justice","Multiple Races",<,<,<,<,<
2018,DIV,"Department of Juvenile Justice","Students with Disabilities",35,10,28.6,18,51.4
2018,DIV,"Department of Juvenile Justice",White,16,4,25,7,43.8
2018,DIV,"Dickenson County Public Schools","All Students",146,138,94.5,140,95.9
2018,DIV,"Dickenson County Public Schools",Black,<,<,100,<,100
2018,DIV,"Dickenson County Public Schools","Economically Disadvantaged",92,84,91.3,86,93.5
2018,DIV,"Dickenson County Public Schools",Female,63,61,96.8,61,96.8
2018,DIV,"Dickenson County Public Schools",Male,83,77,92.8,79,95.2
2018,DIV,"Dickenson County Public Schools","Students with Disabilities",25,22,88,23,92
2018,DIV,"Dickenson County Public Schools",White,145,137,94.5,139,95.9
2018,DIV,"Dinwiddie County Public Schools","All Students",325,279,85.8,296,91.1
2018,DIV,"Dinwiddie County Public Schools","American Indian",<,<,<,<,<
2018,DIV,"Dinwiddie County Public Schools",Asian,<,<,<,<,<
2018,DIV,"Dinwiddie County Public Schools",Black,118,104,88.1,110,93.2
2018,DIV,"Dinwiddie County Public Schools","Economically Disadvantaged",160,127,79.4,141,88.1
2018,DIV,"Dinwiddie County Public Schools","English Learners",<,<,<,<,<
2018,DIV,"Dinwiddie County Public Schools",Female,155,137,88.4,143,92.3
2018,DIV,"Dinwiddie County Public Schools","Foster Care",<,<,<,<,<
2018,DIV,"Dinwiddie County Public Schools",Hispanic,10,8,80,9,90
2018,DIV,"Dinwiddie County Public Schools",Homeless,<,<,<,<,<
2018,DIV,"Dinwiddie County Public Schools",Male,170,142,83.5,153,90
2018,DIV,"Dinwiddie County Public Schools","Multiple Races",25,21,84,22,88
2018,DIV,"Dinwiddie County Public Schools","Students with Disabilities",31,23,74.2,25,80.6
2018,DIV,"Dinwiddie County Public Schools",White,168,145,86.3,152,90.5
2018,DIV,"Essex County Public Schools","All Students",93,84,90.3,84,90.3
2018,DIV,"Essex County Public Schools",Asian,<,<,100,<,100
2018,DIV,"Essex County Public Schools",Black,53,48,90.6,48,90.6
2018,DIV,"Essex County Public Schools","Economically Disadvantaged",70,63,90,63,90
2018,DIV,"Essex County Public Schools","English Learners",<,<,100,<,100
2018,DIV,"Essex County Public Schools",Female,47,45,95.7,45,95.7
2018,DIV,"Essex County Public Schools",Hispanic,<,<,<,<,<
2018,DIV,"Essex County Public Schools",Homeless,<,<,100,<,100
2018,DIV,"Essex County Public Schools",Male,46,39,84.8,39,84.8
2018,DIV,"Essex County Public Schools","Multiple Races",<,<,100,<,100
2018,DIV,"Essex County Public Schools","Students with Disabilities",15,11,73.3,11,73.3
2018,DIV,"Essex County Public Schools",White,26,23,88.5,23,88.5
2018,DIV,"Fairfax County Public Schools","All Students",14957,13649,91.3,13729,91.8
2018,DIV,"Fairfax County Public Schools","American Indian",31,26,83.9,26,83.9
2018,DIV,"Fairfax County Public Schools",Asian,3044,2976,97.8,2980,97.9
2018,DIV,"Fairfax County Public Schools",Black,1550,1444,93.2,1454,93.8
2018,DIV,"Fairfax County Public Schools","Economically Disadvantaged",3990,3438,86.2,3476,87.1
2018,DIV,"Fairfax County Public Schools","English Learners",2993,2017,67.4,2060,68.8
2018,DIV,"Fairfax County Public Schools",Female,7119,6645,93.3,6681,93.8
2018,DIV,"Fairfax County Public Schools","Foster Care",16,11,68.8,13,81.3
2018,DIV,"Fairfax County Public Schools",Hispanic,3921,2925,74.6,2966,75.6
2018,DIV,"Fairfax County Public Schools",Homeless,229,107,46.7,111,48.5
2018,DIV,"Fairfax County Public Schools",Male,7838,7004,89.4,7048,89.9
2018,DIV,"Fairfax County Public Schools","Military Connected",433,429,99.1,429,99.1
2018,DIV,"Fairfax County Public Schools","Multiple Races",701,676,96.4,683,97.4
2018,DIV,"Fairfax County Public Schools","Native Hawaiian",19,19,100,19,100
2018,DIV,"Fairfax County Public Schools","Students with Disabilities",1942,1789,92.1,1810,93.2
2018,DIV,"Fairfax County Public Schools",White,5691,5583,98.1,5601,98.4
2018,DIV,"Falls Church City Public Schools","All Students",207,203,98.1,206,99.5
2018,DIV,"Falls Church City Public Schools","American Indian",<,<,100,<,100
2018,DIV,"Falls Church City Public Schools",Asian,20,19,95,19,95
2018,DIV,"Falls Church City Public Schools",Black,<,<,100,<,100
2018,DIV,"Falls Church City Public Schools","Economically Disadvantaged",20,19,95,19,95
2018,DIV,"Falls Church City Public Schools","English Learners",20,20,100,20,100
2018,DIV,"Falls Church City Public Schools",Female,109,108,99.1,108,99.1
2018,DIV,"Falls Church City Public Schools",Hispanic,23,23,100,23,100
2018,DIV,"Falls Church City Public Schools",Homeless,<,<,100,<,100
2018,DIV,"Falls Church City Public Schools",Male,98,95,96.9,98,100
2018,DIV,"Falls Church City Public Schools","Military Connected",<,<,100,<,100
2018,DIV,"Falls Church City Public Schools","Multiple Races",21,21,100,21,100
2018,DIV,"Falls Church City Public Schools","Students with Disabilities",33,30,90.9,33,100
2018,DIV,"Falls Church City Public Schools",White,136,133,97.8,136,100
2018,DIV,"Fauquier County Public Schools","All Students",982,925,94.2,943,96
2018,DIV,"Fauquier County Public Schools","American Indian",<,<,100,<,100
2018,DIV,"Fauquier County Public Schools",Asian,18,18,100,18,100
2018,DIV,"Fauquier County Public Schools",Black,77,69,89.6,70,90.9
2018,DIV,"Fauquier County Public Schools","Economically Disadvantaged",215,186,86.5,194,90.2
2018,DIV,"Fauquier County Public Schools","English Learners",46,34,73.9,36,78.3
2018,DIV,"Fauquier County Public Schools",Female,467,449,96.1,458,98.1
2018,DIV,"Fauquier County Public Schools","Foster Care",<,<,<,<,<
2018,DIV,"Fauquier County Public Schools",Hispanic,144,127,88.2,131,91
2018,DIV,"Fauquier County Public Schools",Homeless,21,12,57.1,15,71.4
2018,DIV,"Fauquier County Public Schools",Male,515,476,92.4,485,94.2
2018,DIV,"Fauquier County Public Schools","Military Connected",11,10,90.9,10,90.9
2018,DIV,"Fauquier County Public Schools","Multiple Races",34,31,91.2,32,94.1
2018,DIV,"Fauquier County Public Schools","Native Hawaiian",<,<,100,<,100
2018,DIV,"Fauquier County Public Schools","Students with Disabilities",117,107,91.5,110,94
2018,DIV,"Fauquier County Public Schools",White,705,676,95.9,688,97.6
2018,DIV,"Floyd County Public Schools","All Students",158,156,98.7,156,98.7
2018,DIV,"Floyd County Public Schools",Black,<,<,100,<,100
2018,DIV,"Floyd County Public Schools","Economically Disadvantaged",61,60,98.4,60,98.4
2018,DIV,"Floyd County Public Schools","English Learners",<,<,100,<,100
2018,DIV,"Floyd County Public Schools",Female,81,80,98.8,80,98.8
2018,DIV,"Floyd County Public Schools","Foster Care",<,<,100,<,100
2018,DIV,"Floyd County Public Schools",Hispanic,<,<,<,<,<
2018,DIV,"Floyd County Public Schools",Male,77,76,98.7,76,98.7
2018,DIV,"Floyd County Public Schools","Multiple Races",<,<,100,<,100
2018,DIV,"Floyd County Public Schools","Students with Disabilities",15,14,93.3,14,93.3
2018,DIV,"Floyd County Public Schools",White,141,140,99.3,140,99.3
2018,DIV,"Fluvanna County Public Schools","All Students",274,257,93.8,257,93.8
2018,DIV,"Fluvanna County Public Schools",Asian,<,<,100,<,100
2018,DIV,"Fluvanna County Public Schools",Black,49,45,91.8,45,91.8
2018,DIV,"Fluvanna County Public Schools","Economically Disadvantaged",86,75,87.2,75,87.2
2018,DIV,"Fluvanna County Public Schools","English Learners",<,<,100,<,100
2018,DIV,"Fluvanna County Public Schools",Female,132,125,94.7,125,94.7
2018,DIV,"Fluvanna County Public Schools","Foster Care",<,<,<,<,<
2018,DIV,"Fluvanna County Public Schools",Hispanic,17,16,94.1,16,94.1
2018,DIV,"Fluvanna County Public Schools",Homeless,<,<,100,<,100
2018,DIV,"Fluvanna County Public Schools",Male,142,132,93,132,93
2018,DIV,"Fluvanna County Public Schools","Military Connected",<,<,100,<,100
2018,DIV,"Fluvanna County Public Schools","Multiple Races",<,<,<,<,<
2018,DIV,"Fluvanna County Public Schools","Students with Disabilities",43,39,90.7,39,90.7
2018,DIV,"Fluvanna County Public Schools",White,197,187,94.9,187,94.9
2018,DIV,"Franklin City Public Schools","All Students",77,74,96.1,76,98.7
2018,DIV,"Franklin City Public Schools",Asian,<,<,100,<,100
2018,DIV,"Franklin City Public Schools",Black,61,59,96.7,60,98.4
2018,DIV,"Franklin City Public Schools","Economically Disadvantaged",41,40,97.6,41,100
2018,DIV,"Franklin City Public Schools","English Learners",<,<,100,<,100
2018,DIV,"Franklin City Public Schools",Female,35,34,97.1,34,97.1
2018,DIV,"Franklin City Public Schools","Foster Care",<,<,100,<,100
2018,DIV,"Franklin City Public Schools",Hispanic,<,<,100,<,100
2018,DIV,"Franklin City Public Schools",Homeless,<,<,100,<,100
2018,DIV,"Franklin City Public Schools",Male,42,40,95.2,42,100
2018,DIV,"Franklin City Public Schools","Military Connected",<,<,100,<,100
2018,DIV,"Franklin City Public Schools","Multiple Races",<,<,100,<,100
2018,DIV,"Franklin City Public Schools","Students with Disabilities",12,10,83.3,11,91.7
2018,DIV,"Franklin City Public Schools",White,12,11,91.7,12,100
2018,DIV,"Franklin County Public Schools","All Students",563,510,90.6,510,90.6
2018,DIV,"Franklin County Public Schools",Asian,<,<,100,<,100
2018,DIV,"Franklin County Public Schools",Black,42,38,90.5,38,90.5
2018,DIV,"Franklin County Public Schools","Economically Disadvantaged",202,182,90.1,182,90.1
2018,DIV,"Franklin County Public Schools","English Learners",<,<,<,<,<
2018,DIV,"Franklin County Public Schools",Female,286,269,94.1,269,94.1
2018,DIV,"Franklin County Public Schools","Foster Care",<,<,<,<,<
2018,DIV,"Franklin County Public Schools",Hispanic,24,20,83.3,20,83.3
2018,DIV,"Franklin County Public Schools",Homeless,<,<,<,<,<
2018,DIV,"Franklin County Public Schools",Male,277,241,87,241,87
2018,DIV,"Franklin County Public Schools","Military Connected",<,<,100,<,100
2018,DIV,"Franklin County Public Schools","Multiple Races",35,29,82.9,29,82.9
2018,DIV,"Franklin County Public Schools","Students with Disabilities",81,62,76.5,62,76.5
2018,DIV,"Franklin County Public Schools",White,459,420,91.5,420,91.5
2018,DIV,"Frederick County Public Schools","All Students",1039,964,92.8,974,93.7
2018,DIV,"Frederick County Public Schools",Asian,17,16,94.1,16,94.1
2018,DIV,"Frederick County Public Schools",Black,51,49,96.1,49,96.1
2018,DIV,"Frederick County Public Schools","Economically Disadvantaged",281,252,89.7,257,91.5
2018,DIV,"Frederick County Public Schools","English Learners",44,32,72.7,36,81.8
2018,DIV,"Frederick County Public Schools",Female,518,490,94.6,494,95.4
2018,DIV,"Frederick County Public Schools",Hispanic,126,108,85.7,113,89.7
2018,DIV,"Frederick County Public Schools",Homeless,17,11,64.7,12,70.6
2018,DIV,"Frederick County Public Schools",Male,521,474,91,480,92.1
2018,DIV,"Frederick County Public Schools","Military Connected",<,<,100,<,100
2018,DIV,"Frederick County Public Schools","Multiple Races",39,37,94.9,37,94.9
2018,DIV,"Frederick County Public Schools","Students with Disabilities",123,110,89.4,111,90.2
2018,DIV,"Frederick County Public Schools",White,806,754,93.5,759,94.2
2018,DIV,"Fredericksburg City Public Schools","All Students",266,224,84.2,228,85.7
2018,DIV,"Fredericksburg City Public Schools","American Indian",<,<,<,<,<
2018,DIV,"Fredericksburg City Public Schools",Asian,12,11,91.7,11,91.7
2018,DIV,"Fredericksburg City Public Schools",Black,94,82,87.2,83,88.3
2018,DIV,"Fredericksburg City Public Schools","Economically Disadvantaged",129,100,77.5,102,79.1
2018,DIV,"Fredericksburg City Public Schools","English Learners",31,15,48.4,16,51.6
2018,DIV,"Fredericksburg City Public Schools",Female,132,116,87.9,117,88.6
2018,DIV,"Fredericksburg City Public Schools","Foster Care",<,<,<,<,<
2018,DIV,"Fredericksburg City Public Schools",Hispanic,52,35,67.3,38,73.1
2018,DIV,"Fredericksburg City Public Schools",Homeless,10,9,90,9,90
2018,DIV,"Fredericksburg City Public Schools",Male,134,108,80.6,111,82.8
2018,DIV,"Fredericksburg City Public Schools","Military Connected",<,<,100,<,100
2018,DIV,"Fredericksburg City Public Schools","Multiple Races",<,<,<,<,<
2018,DIV,"Fredericksburg City Public Schools","Native Hawaiian",<,<,100,<,100
2018,DIV,"Fredericksburg City Public Schools","Students with Disabilities",26,22,84.6,22,84.6
2018,DIV,"Fredericksburg City Public Schools",White,98,88,89.8,88,89.8
2018,DIV,"Galax City Public Schools","All Students",101,90,89.1,95,94.1
2018,DIV,"Galax City Public Schools",Black,<,<,<,<,<
